"id","Latitude","Longitude","1st_Road_Class","1st_Road_Number","2nd_Road_Class","2nd_Road_Number","Accident_Index","Accident_Severity","Carriageway_Hazards","Date","Day_of_Week","Did_Police_Officer_Attend_Scene_of_Accident","Junction_Control","Junction_Detail","LSOA_of_Accident_Location","Light_Conditions","Local_Authority_(District)","Local_Authority_(Highway)","Location_Easting_OSGR","Location_Northing_OSGR","Number_of_Casualties","Number_of_Vehicles","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Police_Force","Road_Surface_Conditions","Road_Type","Special_Conditions_at_Site","Speed_limit","Time","Urban_or_Rural_Area","Weather_Conditions"
2015950003388,55.95261,-3.193455,"A",8,,0,2015950003388,"Slight","Other object on road","17/06/2015","Wednesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325574,673930,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"16:30","Urban","Fine no high winds"
2015950003389,55.942519,-3.294079,"A",8,"B",701,2015950003389,"Slight","None","21/07/2015","Tuesday",2,"Give way or uncontrolled","Mini-roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",319270,672920,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",30,"11:15","Urban","Fine no high winds"
2015950003395,55.960413,-3.128245,"Unclassified",0,,0,2015950003395,"Slight","None","20/07/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",329660,674730,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"17:19","Urban","Fine no high winds"
2015950003399,55.926631,-3.309554,"A",720,,0,2015950003399,"Slight","None","20/07/2015","Monday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",318270,671170,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Roundabout","None",20,"18:00","Urban","Fine no high winds"
2015950003400,55.925138,-3.209479,"Unclassified",0,"Unclassified",0,2015950003400,"Slight","None","21/07/2015","Tuesday",1,"Auto traffic signal","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324520,670890,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"20:55","Urban","Fine no high winds"
2015950003431,55.894333,-3.198765,"A",720,,0,2015950003431,"Slight","None","16/07/2015","Thursday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325130,667450,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",70,"15:00","Urban","Fine no high winds"
2015950003452,55.962116,-3.240908,"A",902,,0,2015950003452,"Slight","None","23/07/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",322630,675040,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",40,"10:00","Urban","Fine no high winds"
2015950003458,55.931056,-3.192376,"Unclassified",0,"Unclassified",0,2015950003458,"Slight","None","19/07/2015","Sunday",1,"Stop sign","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",325600,671530,2,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"19:30","Urban","Fine + high winds"
2015950003462,55.923777,-3.246884,"A",70,,0,2015950003462,"Slight","None","23/07/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",322180,670780,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"15:10","Urban","Raining no high winds"
2015950003470,55.947953,-3.191935,"C",0,,0,2015950003470,"Slight","None","24/07/2015","Friday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325660,673410,1,1,"None within 50 metres ","Central refuge","Lothian and Borders","Dry","Single carriageway","None",30,"11:50","Urban","Fine no high winds"
2015950003471,55.973543,-3.212271,"Unclassified",0,"Unclassified",0,2015950003471,"Serious","None","24/07/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324440,676280,1,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"12:45","Urban","Fine no high winds"
2015950003472,55.937838,-3.242533,"C",0,"Unclassified",0,2015950003472,"Slight","None","24/07/2015","Friday",1,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",322480,672340,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"16:00","Urban","Fine no high winds"
2015950003484,55.956247,-3.160797,"Unclassified",0,"A",1,2015950003484,"Slight","None","24/07/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",327620,674300,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"17:15","Urban","Fine no high winds"
2015950003485,55.970736,-3.214426,"Unclassified",0,"A",903,2015950003485,"Slight","None","25/07/2015","Saturday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324300,675970,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"18:30","Urban","Fine no high winds"
2015950003486,55.938882,-3.191496,"Unclassified",0,,0,2015950003486,"Slight","None","25/07/2015","Saturday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325670,672400,2,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"14:00","Urban","Fine no high winds"
2015950003505,55.957821,-3.184229,"Unclassified",0,"A",900,2015950003505,"Slight","None","26/07/2015","Sunday",1,"Give way or uncontrolled","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",326160,674500,2,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"12:20","Urban","Fine no high winds"
2015950003510,55.946181,-3.21686,"A",8,"Unclassified",0,2015950003510,"Serious","None","25/07/2015","Saturday",1,"Auto traffic signal","More than 4 arms (not roundabout)","","Daylight","Edinburgh, City of","Edinburgh, City of",324100,673240,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"10:40","Urban","Fine no high winds"
2015950003511,55.944409,-3.293821,"B",701,"Unclassified",0,2015950003511,"Slight","None","26/07/2015","Sunday",1,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",319290,673130,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"23:50","Urban","Raining no high winds"
2015950003517,55.956316,-3.172491,"A",1,"C",0,2015950003517,"Slight","None","27/07/2015","Monday",2,"Auto traffic signal","More than 4 arms (not roundabout)","","Daylight","Edinburgh, City of","Edinburgh, City of",326890,674320,1,2,"Control by other authorised person","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"13:00","Urban","Raining no high winds"
2015950003540,55.960596,-3.257839,"A",90,"A",902,2015950003540,"Slight","None","28/07/2015","Tuesday",2,"Auto traffic signal","More than 4 arms (not roundabout)","","Daylight","Edinburgh, City of","Edinburgh, City of",321570,674890,1,2,"Control by other authorised person","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"08:47","Urban","Raining no high winds"
2015950003548,55.946523,-3.19109,"C",0,"C",0,2015950003548,"Slight","None","28/07/2015","Tuesday",1,"Auto traffic signal","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",325710,673250,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"11:30","Urban","Fine no high winds"
2015950003564,55.9358,-3.127529,"Unclassified",0,"Unclassified",0,2015950003564,"Slight","None","28/07/2015","Tuesday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",329660,671990,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",20,"15:00","Urban","Fine no high winds"
2015950003567,55.932102,-3.177042,"C",0,"Unclassified",0,2015950003567,"Slight","None","29/07/2015","Wednesday",2,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326560,671630,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"10:00","Urban","Fine no high winds"
2015950003593,55.932802,-3.26062,"Unclassified",0,,0,2015950003593,"Slight","None","30/07/2015","Thursday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",321340,671800,1,2,"None within 50 metres ","Zebra","Lothian and Borders","Dry","Single carriageway","None",30,"07:45","Urban","Fine no high winds"
2015950003598,55.957098,-3.165788,"A",1,,0,2015950003598,"Slight","None","28/07/2015","Tuesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",327310,674400,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"01:00","Urban","Unknown"
2015950003599,55.965683,-3.170211,"C",0,"Unclassified",0,2015950003599,"Slight","None","30/07/2015","Thursday",1,"Give way or uncontrolled","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",327050,675360,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"19:38","Urban","Fine no high winds"
2015950003600,55.931325,-3.192385,"Unclassified",0,"Unclassified",0,2015950003600,"Slight","None","30/07/2015","Thursday",1,"Give way or uncontrolled","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",325600,671560,1,4,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"18:34","Urban","Fine no high winds"
2015950003608,55.979278,-3.22838,"Unclassified",0,,-1,2015950003608,"Slight","None","13/01/2015","Tuesday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",323446,676936,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"19:30","Urban","Fine no high winds"
2015950003609,55.947508,-3.191441,"C",0,,0,2015950003609,"Slight","None","30/07/2015","Thursday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325690,673360,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"16:45","Urban","Fine no high winds"
2015950003610,55.934437,-3.167668,"Unclassified",0,,0,2015950003610,"Slight","None","31/07/2015","Friday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",327150,671880,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"11:15","Urban","Fine no high winds"
2015950003613,55.924322,-3.246261,"A",70,"C",0,2015950003613,"Slight","None","31/07/2015","Friday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",322220,670840,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"23:00","Urban","Fine no high winds"
2015950003616,55.978167,-3.180204,"A",199,"A",901,2015950003616,"Slight","None","31/07/2015","Friday",1,"Auto traffic signal","Crossroads","","Darkness - lights unlit","Edinburgh, City of","Edinburgh, City of",326450,676760,1,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Wet or damp","Single carriageway","None",30,"23:00","Urban","Raining no high winds"
2015950003621,55.963835,-3.194185,"B",900,"Unclassified",0,2015950003621,"Slight","None","02/08/2015","Sunday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",325550,675180,1,5,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"20:00","Urban","Fine no high winds"
2015950003622,55.980142,-3.20815,"A",901,,0,2015950003622,"Slight","None","02/08/2015","Sunday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",324710,677010,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:50","Urban","Fine no high winds"
2015950003623,55.950602,-3.205949,"A",900,"A",8,2015950003623,"Serious","None","02/08/2015","Sunday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324790,673720,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"00:30","Urban","Fog or mist"
2015950003631,55.951618,-3.212226,"A",90,"Unclassified",0,2015950003631,"Serious","None","03/08/2015","Monday",1,"Auto traffic signal","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324400,673840,2,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"16:30","Urban","Fine no high winds"
2015950003633,55.924839,-3.41464,"Unclassified",0,"Unclassified",0,2015950003633,"Slight","None","31/07/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",311700,671100,2,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"10:15","Rural","Fine no high winds"
2015950003645,55.936927,-3.354566,"Unclassified",0,,0,2015950003645,"Serious","None","03/08/2015","Monday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",315480,672370,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",70,"11:30","Rural","Fine no high winds"
2015950003647,55.935555,-3.246142,"C",0,,0,2015950003647,"Slight","None","04/08/2015","Tuesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",322250,672090,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:40","Urban","Unknown"
2015950003648,55.990106,-3.404198,"Unclassified",0,"Unclassified",0,2015950003648,"Slight","None","04/08/2015","Tuesday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",312500,678350,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"16:43","Rural","Fine no high winds"
2015950003651,55.942325,-3.179113,"Unclassified",0,"Unclassified",0,2015950003651,"Serious","None","03/08/2015","Monday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",326450,672770,1,1,"None within 50 metres ","Central refuge","Lothian and Borders","Dry","Single carriageway","None",30,"18:00","Urban","Fine no high winds"
2015950003654,55.943929,-3.102948,"A",1,,0,2015950003654,"Slight","None","04/08/2015","Tuesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",331210,672870,1,4,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",40,"14:15","Urban","Fine no high winds"
2015950003658,55.956089,-3.11963,"Unclassified",0,"A",1140,2015950003658,"Slight","None","04/08/2015","Tuesday",1,"Give way or uncontrolled","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",330190,674240,1,1,"None within 50 metres ","Central refuge","Lothian and Borders","Dry","Single carriageway","None",30,"16:30","Urban","Fine no high winds"
2015950003668,55.92262,-3.289415,"A",71,,0,2015950003668,"Slight","None","04/08/2015","Tuesday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",319520,670700,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"11:10","Urban","Fine no high winds"
2015950003674,55.983776,-3.407655,"Unclassified",0,"Unclassified",0,2015950003674,"Slight","None","03/08/2015","Monday",1,"Authorised person","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",312270,677650,3,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",40,"16:52","Rural","Fine no high winds"
2015950003675,55.953495,-3.204117,"Unclassified",0,,0,2015950003675,"Slight","None","05/08/2015","Wednesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",324910,674040,1,1,"None within 50 metres ","Zebra","Lothian and Borders","Dry","Single carriageway","None",30,"12:38","Urban","Fine no high winds"
2015950003678,55.917374,-3.301241,"A",720,"A",71,2015950003678,"Slight","None","05/08/2015","Wednesday",1,"Give way or uncontrolled","Slip road","","Daylight","Edinburgh, City of","Edinburgh, City of",318770,670130,1,4,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",50,"16:30","Urban","Fine no high winds"
2015950003680,55.927992,-3.174517,"C",0,"Unclassified",0,2015950003680,"Slight","None","06/08/2015","Thursday",1,"Give way or uncontrolled","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326710,671170,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Wet or damp","Single carriageway","None",30,"00:35","Urban","Fine no high winds"
2015950003707,55.948955,-3.218068,"Unclassified",0,"Unclassified",0,2015950003707,"Serious","None","03/08/2015","Monday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",324030,673550,3,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"16:10","Urban","Fine no high winds"
2015950003715,55.945511,-3.221002,"Unclassified",0,,0,2015950003715,"Serious","Other object on road","26/07/2015","Sunday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",323840,673170,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"13:00","Urban","Fine no high winds"
2015950003717,55.937664,-3.233082,"A",71,"Unclassified",0,2015950003717,"Slight","None","07/08/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",323070,672310,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"12:54","Urban","Fine no high winds"
2015950003718,55.926273,-3.309382,"A",720,"A",720,2015950003718,"Slight","None","06/08/2015","Thursday",1,"Auto traffic signal","Roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",318280,671130,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Slip road","None",30,"13:00","Urban","Fine no high winds"
2015950003719,55.94305,-3.286251,"A",8,"Unclassified",0,2015950003719,"Slight","None","07/08/2015","Friday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",319760,672970,1,3,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:30","Urban","Fine no high winds"
2015950003720,55.949646,-3.174692,"Unclassified",0,"C",0,2015950003720,"Slight","None","07/08/2015","Friday",1,"Give way or uncontrolled","Mini-roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",326740,673580,1,2,"None within 50 metres ","Central refuge","Lothian and Borders","Dry","Roundabout","None",30,"18:29","Urban","Fine no high winds"
2015950003723,55.92833,-3.384197,"Motorway",8,,0,2015950003723,"Serious","None","07/08/2015","Friday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",313610,671450,4,5,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",70,"17:45","Rural","Fine no high winds"
2015950003726,55.970427,-3.172117,"Unclassified",0,"A",901,2015950003726,"Slight","None","07/08/2015","Friday",2,"Auto traffic signal","T or staggered junction","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326940,675890,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"22:00","Urban","Fine no high winds"
2015950003728,55.952282,-3.244757,"Unclassified",0,"Unclassified",0,2015950003728,"Slight","None","08/08/2015","Saturday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",322370,673950,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:25","Urban","Fine + high winds"
2015950003729,55.935448,-3.274153,"Unclassified",0,"Unclassified",0,2015950003729,"Slight","None","08/08/2015","Saturday",2,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",320500,672110,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",20,"14:56","Urban","Fine no high winds"
2015950003730,55.904052,-3.233615,"B",701,,0,2015950003730,"Slight","None","08/08/2015","Saturday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",322970,668570,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"21:05","Urban","Fine no high winds"
2015950003731,55.916111,-3.240718,"Unclassified",0,"Unclassified",0,2015950003731,"Slight","None","09/08/2015","Sunday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",322550,669920,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",30,"16:00","Urban","Fine no high winds"
2015950003735,55.9725,-3.226819,"Unclassified",0,,0,2015950003735,"Slight","None","08/08/2015","Saturday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",323530,676180,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",20,"14:30","Urban","Fine no high winds"
2015950003736,55.961959,-3.282553,"A",90,,0,2015950003736,"Slight","None","09/08/2015","Sunday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",320030,675070,1,2,"None within 50 metres ","Pelican, puffin, toucan or similar non-junction pedestrian light crossing","Lothian and Borders","Dry","Single carriageway","None",40,"15:00","Urban","Fine no high winds"
2015950003737,55.947927,-3.137649,"A",1,"Unclassified",0,2015950003737,"Slight","None","09/08/2015","Sunday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",329050,673350,2,4,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"15:08","Urban","Fine no high winds"
2015950003742,55.960384,-3.296501,"A",90,"Unclassified",0,2015950003742,"Serious","None","10/08/2015","Monday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",319156,674911,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",40,"18:30","Urban","Fine no high winds"
2015950003743,55.949205,-3.183166,"Unclassified",0,"Unclassified",0,2015950003743,"Serious","None","10/08/2015","Monday",1,"Auto traffic signal","Crossroads","","Darkness - lights lit","Edinburgh, City of","Edinburgh, City of",326210,673540,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"22:30","Urban","Fine no high winds"
2015950003746,55.929808,-3.259082,"Unclassified",0,"A",71,2015950003746,"Slight","None","10/08/2015","Monday",2,"Stop sign","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",321430,671465,2,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Dual carriageway","None",30,"20:06","Urban","Fine no high winds"
2015950003750,55.952806,-3.191764,"Unclassified",0,"C",0,2015950003750,"Slight","None","11/08/2015","Tuesday",1,"Auto traffic signal","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",325680,673950,2,2,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Dual carriageway","None",30,"11:25","Urban","Fine no high winds"
2015950003751,55.937383,-3.234194,"A",71,"Unclassified",0,2015950003751,"Slight","None","11/08/2015","Tuesday",1,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",323000,672280,1,2,"None within 50 metres ","Central refuge","Lothian and Borders","Dry","Single carriageway","None",30,"17:25","Urban","Fine no high winds"
2015950003752,55.952532,-3.192236,"Unclassified",0,,0,2015950003752,"Slight","None","11/08/2015","Tuesday",1,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325650,673920,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"16:50","Urban","Fine no high winds"
2015950003790,55.953012,-3.16086,"Unclassified",0,"Unclassified",0,2015950003790,"Serious","None","12/08/2015","Wednesday",1,"Give way or uncontrolled","Other junction","","Daylight","Edinburgh, City of","Edinburgh, City of",327610,673940,1,1,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",20,"19:03","Urban","Fine no high winds"
2015950003795,55.950633,-3.18417,"C",0,"Unclassified",0,2015950003795,"Slight","None","13/08/2015","Thursday",2,"Auto traffic signal","Crossroads","","Daylight","Edinburgh, City of","Edinburgh, City of",326150,673700,1,1,"None within 50 metres ","Pedestrian phase at traffic signal junction","Lothian and Borders","Dry","Single carriageway","None",30,"13:55","Urban","Fine no high winds"
2015950003796,55.950906,-3.202435,"A",8,,0,2015950003796,"Slight","None","13/08/2015","Thursday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325010,673750,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"15:00","Urban","Fine no high winds"
2015950003797,55.904081,-3.283521,"Unclassified",0,"Unclassified",0,2015950003797,"Slight","None","13/08/2015","Thursday",2,"Give way or uncontrolled","T or staggered junction","","Daylight","Edinburgh, City of","Edinburgh, City of",319850,668630,1,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"08:20","Urban","Fine no high winds"
2015950003798,55.965189,-3.274329,"B",9085,"Unclassified",0,2015950003798,"Slight","None","13/08/2015","Thursday",1,"Give way or uncontrolled","Mini-roundabout","","Daylight","Edinburgh, City of","Edinburgh, City of",320550,675420,1,2,"None within 50 metres ","Zebra","Lothian and Borders","Dry","Single carriageway","None",30,"16:00","Urban","Fine no high winds"
2015950003801,55.953276,-3.189696,"A",8,,0,2015950003801,"Slight","None","13/08/2015","Thursday",2,"Data missing or out of range","Not at junction or within 20 metres","","Daylight","Edinburgh, City of","Edinburgh, City of",325810,674000,2,2,"None within 50 metres ","No physical crossing facilities within 50 metres","Lothian and Borders","Dry","Single carriageway","None",30,"17:15","Urban","Fine no high winds"
